index,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
252,House Brand IPA,American IPA,12.0 oz.,0.06,55,519,Big River Brewing Company,Chattanooga,TN
253,Big Sky IPA,American IPA,12.0 ounce,0.062,65,336,Big Sky Brewing Company,Missoula,MT
254,Scape Goat Pale Ale,English Pale Ale,12.0 oz,0.05%,40,336,Big Sky Brewing Company,Missoula,MT
255,Montana Trout Slayer Ale,American Pale Wheat Ale,12.0 oz,0.05,35,336,Big Sky Brewing Company,Missoula,MT
256,Moose Drool Brown Ale,American Brown Ale,12.0 oz.,0.051,26,336,Big Sky Brewing Company,Missoula,MT
257,Powder Hound Winter Ale,English Strong Ale,12.0 oz.,0.072,60,336,Big Sky Brewing Company,Missoula,MT
258,Moose Drool Brown Ale (2011),American Brown Ale,12.0 oz.,0.051,26,336,Big Sky Brewing Company,Missoula,MT
259,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,12.0 oz,0.05,35,336,Big Sky Brewing Company,Missoula,MT
260,Big Sky IPA (2012),American IPA,12.0 OZ.,0.062,65,336,Big Sky Brewing Company,Missoula,MT
261,Summer Honey,American Blonde Ale,12.0 ounce,0.047,N/A,336,Big Sky Brewing Company,Missoula,MT
262,Scape Goat Pale Ale (2010),English Pale Ale,12.0 oz,0.05,40,336,Big Sky Brewing Company,Missoula,MT
263,Montana Trout Slayer Ale (2009),American Pale Wheat Ale,12.0 oz,0.05,35,336,Big Sky Brewing Company,Missoula,MT
264,Moose Drool Brown Ale (2009),American Brown Ale,12.0 oz.,0.05%,26,336,Big Sky Brewing Company,Missoula,MT
265,Arcus IPA,American IPA,12.0 oz.,0.069,81,221,Big Storm Brewing Company,Odessa,FL
266,Wavemaker,American Amber / Red Ale,12.0 ounce,0.06%,38,221,Big Storm Brewing Company,Odessa,FL
267,Jack Pine Savage,American Pale Ale (APA),16.0 oz,0.053,43,444,Big Wood Brewery,Vadnais Heights,MN
268,Forest Fire Imperial Smoked Rye,Rye Beer,16.0 ounce,0.10%,85,444,Big Wood Brewery,Vadnais Heights,MN
269,Bad Axe Imperial IPA,American Double / Imperial IPA,16.0 OZ.,0.098,76,444,Big Wood Brewery,Vadnais Heights,MN
270,Morning Wood,Oatmeal Stout,16.0 oz.,0.055,35,444,Big Wood Brewery,Vadnais Heights,MN
271,Bark Bite IPA,American IPA,16.0 oz.,0.066,50,444,Big Wood Brewery,Vadnais Heights,MN
272,Jalapeno Pale Ale,American Pale Ale (APA),16.0 ounce,0.055,45,70,Birdsong Brewing Company,Charlotte,NC
273,Blown Out Brown,American Brown Ale,12.0 oz,0.052,N/A,407,Bitter Root Brewing,Hamilton,MT
274,Single Hop Ale,American Pale Ale (APA),12.0 oz,0.063,N/A,407,Bitter Root Brewing,Hamilton,MT
275,Sawtooth Ale,American Blonde Ale,12.0 oz.,0.054,N/A,407,Bitter Root Brewing,Hamilton,MT
276,Saucy Intruder,Rye Beer,16.0 oz,0.072,75,18,Black Acre Brewing Co.,Indianapolis,IN
277,Deception,American Blonde Ale,12.0 oz,0.05%,16,112,Black Market Brewing Company,Temecula,CA
278,Blackmarket Rye IPA,American IPA,12.0 ounce,0.075,35,112,Black Market Brewing Company,Temecula,CA
279,Black Market Hefeweizen,Hefeweizen,12.0 ounce,0.05,8,112,Black Market Brewing Company,Temecula,CA
280,Aftermath Pale Ale,American Pale Ale (APA),12.0 ounce,0.058,44,112,Black Market Brewing Company,Temecula,CA
281,American India Red Ale,American Strong Ale,12.0 oz,0.071,83,294,Black Shirt Brewing Company,Denver,CO
282,American Red Porter,American Porter,12.0 ounce,0.071,45,294,Black Shirt Brewing Company,Denver,CO
283,American Red Saison,Saison / Farmhouse Ale,12.0 oz.,0.078,34,294,Black Shirt Brewing Company,Denver,CO
284,Colorado Red Ale,American Amber / Red Ale,12.0 oz,0.066,44,294,Black Shirt Brewing Company,Denver,CO
285,Saddle Bronc Brown Ale,American Brown Ale,12.0 oz,0.05%,16,79,Black Tooth Brewing Company,Sheridan,WY
286,Bomber Mountain Amber Ale,American Amber / Red Ale,12.0 oz,0.046,20,79,Black Tooth Brewing Company,Sheridan,WY
287,Flying Sailor,Rye Beer,12.0 ounce,0.07%,N/A,95,Blackrocks Brewery,Marquette,MA
288,Nordskye,American IPA,12.0 oz. Alumi-Tek,0.048,47,12,Blackrocks Brewery,Marquette,MI
289,North Third Stout,Foreign / Export Stout,12.0 OZ.,0.06,30,12,Blackrocks Brewery,Marquette,MI
290,Honey Lav,American Pale Wheat Ale,12.0 ounce,0.052,N/A,12,Blackrocks Brewery,Marquette,MI
291,Coconut Brown Ale,American Brown Ale,12.0 ounce,0.068,N/A,12,Blackrocks Brewery,Marquette,MI
292,51K IPA,American IPA,12.0 oz,0.07,51,12,Blackrocks Brewery,Marquette,MI
293,Grand Rabbits,Cream Ale,12.0 ounce,0.055,N/A,12,Blackrocks Brewery,Marquette,MI
294,1800 Big Log Wheat (2012),American Pale Wheat Ale,12.0 ounce,0.05%,N/A,380,Blue Blood Brewing Company,Lincoln,NE
295,Double Play Pilsner,American Pilsner,12.0 oz. Alumi-Tek,,N/A,380,Blue Blood Brewing Company,Lincoln,NE
296,Brewerhood Brown Ale,American Brown Ale,12.0 oz.,0.06%,N/A,380,Blue Blood Brewing Company,Lincoln,NE
297,Last Call Imperial Amber Ale,American Amber / Red Ale,12.0 oz.,0.08,N/A,380,Blue Blood Brewing Company,Lincoln,NE
298,Pernicious Double IPA,American Double / Imperial IPA,12.0 oz.,0.096,N/A,380,Blue Blood Brewing Company,Lincoln,NE
299,6-4-3 Double Play Pilsner,German Pilsener,12.0 oz,0.052,N/A,380,Blue Blood Brewing Company,Lincoln,NE
300,N Street Drive-In 50th Anniversary IPA,American Double / Imperial IPA,12.0 ounce,,N/A,380,Blue Blood Brewing Company,Lincoln,NE
301,467 Ethan's Stout,American Stout,12.0 ounce,0.05,N/A,380,Blue Blood Brewing Company,Lincoln,NE
302,1335 Wicked Snout,Saison / Farmhouse Ale,12.0 ounce,0.064,N/A,380,Blue Blood Brewing Company,Lincoln,NE
303,543 Skull Creek Fresh Hopped Pale Ale,American Pale Ale (APA),12.0 oz.,0.045,N/A,380,Blue Blood Brewing Company,Lincoln,NE
304,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12.0 oz.,0.056,37,380,Blue Blood Brewing Company,Lincoln,NE
305,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12.0 ounce,0.06%,37,380,Blue Blood Brewing Company,Lincoln,NE
306,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12.0 ounce,0.06%,37,380,Blue Blood Brewing Company,Lincoln,NE
307,834 Happy As Ale,American Pale Ale (APA),12.0 oz.,0.046,35,380,Blue Blood Brewing Company,Lincoln,NE
308,Yellow Collar,Mead,12.0 oz.,0.059,N/A,422,Blue Dog Mead,Eugene,OR
309,Green Collar,Mead,12.0 oz,0.06%,N/A,422,Blue Dog Mead,Eugene,OR
310,Quarter Mile Double IPA,American Double / Imperial IPA,12.0 oz,0.08%,80,304,Blue Hills Brewery,Canton MA,
311,Full Nelson Pale Ale,American Pale Ale (APA),12.0 ounce,0.059,60,382,Blue Mountain Brewery,Afton VA,
312,Steel Wheels ESB,Extra Special / Strong Bitter (ESB),12.0 oz.,0.065,30,382,Blue Mountain Brewery,Afton,VA
313,Blue Mountain Classic Lager,Euro Pale Lager,12.0 oz.,0.053,22,382,Blue Mountain Brewery,Afton,VA
314,Full Nelson Pale Ale (2010),American Pale Ale (APA),12.0 ounce,0.059,60,382,Blue Mountain Brewery,Afton,VA
315,Kölsch 151,Kölsch,12.0 oz,0.049,16,414,Blue Mountain Brewery,Arrington,VA
316,Professor Black,American Stout,12.0 oz.,,N/A,77,Blue Owl Brewing,Austin,TX
317,Little Boss,American Pale Wheat Ale,12.0 oz.,,N/A,77,Blue Owl Brewing,Austin,TX
318,Van Dayum!,American Amber / Red Ale,12.0 oz.,,N/A,77,Blue Owl Brewing,Austin,TX
319,Spirit Animal,American Pale Ale (APA),12.0 oz,,N/A,77,Blue Owl Brewing,Austin,TX
320,Toxic Sludge,American Black Ale,16.0 oz. Alumi-Tek,0.07,N/A,489,Blue Point Brewing Company,Patchogue,NY
321,Blue Point White IPA,American White IPA,12.0 oz.,0.06%,40,489,Blue Point Brewing Company,Patchogue,NY
322,Blue Point Summer Ale,American Blonde Ale,12.0 ounce,0.044,16,489,Blue Point Brewing Company,Patchogue,NY
323,Toasted Lager,Vienna Lager,12.0 ounce,0.055,28,489,Blue Point Brewing Company,Patchogue,NY
324,Bohemian Export Lager,Dortmunder / Export Lager,12.0 oz.,0.06,N/A,364,Bohemian Brewery,Midvale,UT
325,Altus Bohemes Altbier,Altbier,12.0 oz.,0.053,N/A,364,Bohemian Brewery,Midvale,UT
326,Cherny Bock,Schwarzbier,12.0 oz.,0.04,N/A,364,Bohemian Brewery,Midvale,UT
327,Czech Pilsner,Czech Pilsener,12.0 oz,0.05%,N/A,364,Bohemian Brewery,Midvale,UT
328,Viennese Lager,Vienna Lager,12.0 oz. Alumi-Tek,0.05,N/A,364,Bohemian Brewery,Midvale,UT
329,Mad Manatee IPA,American IPA,12.0 oz,0.065,N/A,378,Bold City Brewery,Jacksonville,FL
330,Killer Whale Cream Ale,Cream Ale,12.0 oz. Alumi-Tek,0.055,N/A,378,Bold City Brewery,Jacksonville,FL
331,Duke's Cold Nose Brown Ale,American Brown Ale,12.0 oz.,0.06%,N/A,378,Bold City Brewery,Jacksonville,FL
332,Longhop IPA,American IPA,16.0 OZ.,0.04%,30,281,Bolero Snort Brewery,Ridgefield Park,NJ
333,Lucky Buck,Irish Dry Stout,16.0 oz.,0.04,34,281,Bolero Snort Brewery,Ridgefield Park,NJ
334,Bomb Lager (New Recipe),Munich Helles Lager,12.0 oz,0.051,N/A,525,Bomb Beer Company,New York,NY
335,Bomb Lager (Old Recipe),Munich Helles Lager,12.0 oz.,0.045,27,525,Bomb Beer Company,New York,NY
336,Firestarter India Pale Ale,American IPA,12.0 ounce,0.066,72,107,Bonfire Brewing Company,Eagle,CO
337,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,16.0 oz.,0.075,22,107,Bonfire Brewing Company,Eagle,CO
338,Wood Splitter Pilsner,Czech Pilsener,16.0 ounce,0.048,30,107,Bonfire Brewing Company,Eagle,CO
339,Gyptoberfest,Märzen / Oktoberfest,12.0 oz.,0.056,26,107,Bonfire Brewing Company,Eagle,CO
340,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),16.0 ounce,0.07,94,107,Bonfire Brewing Company,Eagle,CO
341,Slow & Steady Golden Ale,American Blonde Ale,12.0 oz. Alumi-Tek,0.047,N/A,107,Bonfire Brewing Company,Eagle,CO
342,Pink-I Raspberry IPA,American IPA,16.0 oz. Alumi-Tek,0.068,N/A,107,Bonfire Brewing Company,Eagle,CO
343,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,12.0 oz,0.047,N/A,107,Bonfire Brewing Company,Eagle,CO
344,Live Local Golden Ale,American Blonde Ale,12.0 oz,0.047,N/A,107,Bonfire Brewing Company,Eagle,CO
345,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),12.0 oz.,0.048,38,107,Bonfire Brewing Company,Eagle,CO
346,Dirtbag Dunkel,Munich Dunkel Lager,16.0 oz.,0.05%,N/A,107,Bonfire Brewing Company,Eagle,CO
347,Kindler Pale Ale,American Pale Ale (APA),12.0 oz.,0.053,45,107,Bonfire Brewing Company,Eagle,CO
348,Mistress Winter Wheat,Winter Warmer,12.0 oz.,0.06%,N/A,107,Bonfire Brewing Company,Eagle,CO
349,Tent Pole Vanilla Porter,American Porter,16.0 ounce,0.061,N/A,107,Bonfire Brewing Company,Eagle,CO
350,Awry Rye Pale Ale,American Pale Ale (APA),12.0 ounce,0.058,N/A,107,Bonfire Brewing Company,Eagle,CO
351,Demshitz Brown Ale,American Brown Ale,12.0 oz.,0.06%,N/A,107,Bonfire Brewing Company,Eagle,CO
352,Wood Splitter Pilsner (2012),Czech Pilsener,12.0 ounce,0.048,N/A,107,Bonfire Brewing Company,Eagle,CO
353,Brush Creek Blonde,American Blonde Ale,16.0 oz.,0.048,N/A,107,Bonfire Brewing Company,Eagle CO,
354,Firestarter India Pale Ale,American IPA,16.0 ounce,0.066,72,107,Bonfire Brewing Company,Eagle,CO
355,Noche Dulce,American Porter,16.0 oz. Alumi-Tek,0.071,16,231,Borderlands Brewing Company,Tucson,AZ
356,Porch Rocker,Radler,12.0 ounce,0.045,8,300,Boston Beer Company,Boston,MA
357,Rebel IPA,American IPA,16.0 oz,0.065,45,300,Boston Beer Company,Boston,MA
358,Cold Snap,Witbier,12.0 ounce,0.055,N/A,300,Boston Beer Company,Boston,MA
359,Samuel Adams Winter Lager,Bock,12.0 oz.,0.06%,N/A,300,Boston Beer Company,Boston,MA
360,Boston Lager,Vienna Lager,16.0 ounce,0.049,30,300,Boston Beer Company,Boston,MA
361,Boston Lager,Vienna Lager,12.0 oz.,0.049,30,300,Boston Beer Company,Boston,MA
362,Samuel Adams Octoberfest,Märzen / Oktoberfest,12.0 oz,0.053,15,300,Boston Beer Company,Boston,MA
363,Samuel Adams Summer Ale,American Pale Wheat Ale,12.0 oz,0.053,7,300,Boston Beer Company,Boston,MA
364,Boston Lager,Vienna Lager,12.0 oz.,0.049,30,300,Boston Beer Company,Boston,MA
365,Hazed & Infused,American Pale Ale (APA),12.0 oz.,0.049,35,417,Boulder Beer Company,Boulder,CO
366,Hoopla Pale Ale,American Pale Ale (APA),12.0 ounce,0.057,35,417,Boulder Beer Company,Boulder,CO
367,Hazed & Infused (2010),American Pale Ale (APA),12.0 oz.,0.049,35,417,Boulder Beer Company,Boulder,CO
368,Heavy Lifting,American IPA,12.0 oz.,0.062,80,31,Boulevard Brewing Company,Kansas City,MO
369,1492,American Pale Ale (APA),12.0 oz.,0.065,N/A,167,Boxcar Brewing Company,West Chester,PA
370,Mango Ginger,American IPA,12.0 oz,0.058,N/A,167,Boxcar Brewing Company,West Chester,PA
371,Passenger,English Dark Mild Ale,12.0 ounce,0.05%,N/A,167,Boxcar Brewing Company,West Chester,PA
372,Plum St. Porter,American Porter,12.0 oz.,0.06%,52,219,Bozeman Brewing Company,Bozeman,MT
373,Plum St. Porter,American Porter,12.0 ounce,0.057,52,219,Bozeman Brewing Company,Bozeman,MT
374,Bozone HopZone IPA,American IPA,12.0 ounce,0.07,80,219,Bozeman Brewing Company,Bozeman,MT
375,Bozone Hefe Weizen,Hefeweizen,12.0 oz.,0.06,25,219,Bozeman Brewing Company,Bozeman,MT
376,Bozone Select Amber Ale,American Amber / Red Ale,12.0 oz,0.06%,N/A,219,Bozeman Brewing Company,Bozeman,MT
377,Evil Owl,American Amber / Red Ale,12.0 oz. Alumi-Tek,0.052,40,207,Branchline Brewing Company,San Antonio,TX
378,Post Time Kölsch,Kölsch,16.0 oz,0.05,N/A,195,Breakside Brewery,Portland,OR
379,Agave Wheat,American Pale Wheat Ale,12.0 oz.,0.042,9,391,Breckenridge Brewery,Denver,CO
380,SummerBright Ale,American Pale Wheat Ale,12.0 ounce,0.045,15,391,Breckenridge Brewery,Denver,CO
381,Lucky U IPA,American IPA,12.0 ounce,0.06%,68,391,Breckenridge Brewery,Denver,CO
382,Avalanche Ale,American Amber / Red Ale,12.0 oz,0.054,19,391,Breckenridge Brewery,Denver CO,
383,"You're My Boy, Blue",Fruit / Vegetable Beer,12.0 oz.,0.05,N/A,308,Brew Bus Brewing,Tampa,FL
384,Last Stop IPA,American IPA,12.0 oz.,0.072,60,308,Brew Bus Brewing,Tampa,FL
385,Rollin Dirty Red Ale,Irish Red Ale,12.0 oz.,0.05%,21,308,Brew Bus Brewing,Tampa,FL
386,Are Wheat There Yet?,American Pale Wheat Ale,12.0 oz,0.055,28,308,Brew Bus Brewing,Tampa,FL
387,Insert Hop Reference,American Pale Ale (APA),16.0 oz.,0.06%,N/A,19,Brew Link Brewing,Plainfield IN,
388,Manitou Amber,American Amber / Red Ale,16.0 ounce,0.053,N/A,85,Brewery Terra Firma,Traverse City,MI
389,Belfort,Saison / Farmhouse Ale,16.0 oz,0.067,N/A,10,Brewery Vivant,Grand Rapids,MI
390,Star Runner,Belgian Pale Ale,16.0 oz.,0.06,N/A,10,Brewery Vivant,Grand Rapids,MI
391,Tart Side of the Barrel,American Double / Imperial Stout,16.0 OZ.,0.098,N/A,10,Brewery Vivant,Grand Rapids,MI
392,Linnaeus Mango IPA,American IPA,16.0 oz,0.06,N/A,10,Brewery Vivant,Grand Rapids,MI
393,Beasts A'Burnin',Rauchbier,16.0 oz.,0.07,N/A,10,Brewery Vivant,Grand Rapids,MI
394,Verdun,Bière de Garde,16.0 oz,0.077,N/A,10,Brewery Vivant,Grand Rapids,MI
395,Barrel Aged Triomphe,Belgian IPA,16.0 oz.,0.065,N/A,10,Brewery Vivant,Grand Rapids,MI
396,Cherry Doppelbock,Doppelbock,16.0 oz. Alumi-Tek,0.065,N/A,10,Brewery Vivant,Grand Rapids,MI
397,Tropical Saison,Saison / Farmhouse Ale,16.0 oz,0.07%,N/A,10,Brewery Vivant,Grand Rapids,MI
398,Beach Patrol,Witbier,16.0 oz.,0.065,N/A,10,Brewery Vivant,Grand Rapids,MI
399,Nuit Serpent,Belgian IPA,16.0 oz,0.05,N/A,10,Brewery Vivant,Grand Rapids,MI
400,Paris,Saison / Farmhouse Ale,16.0 ounce,0.09,N/A,10,Brewery Vivant,Grand Rapids,MI
401,The Grand Army,Belgian IPA,16.0 oz.,0.055,N/A,10,Brewery Vivant,Grand Rapids,MI
402,Acidulated Trip,Saison / Farmhouse Ale,16.0 OZ.,0.059,N/A,10,Brewery Vivant,Grand Rapids,MI
403,Root Stock,Rye Beer,16.0 ounce,0.07%,N/A,10,Brewery Vivant,Grand Rapids,MI
404,Mind Games,Dunkelweizen,16.0 oz.,0.04%,N/A,10,Brewery Vivant,Grand Rapids,MI
405,Sous Chef,Belgian Strong Pale Ale,16.0 oz.,0.08%,N/A,10,Brewery Vivant,Grand Rapids,MI
406,Dubbelicious,Dubbel,16.0 oz.,0.065,N/A,10,Brewery Vivant,Grand Rapids,MI
407,Psychopomp,Belgian Dark Ale,16.0 oz. Silo Can,0.06%,N/A,10,Brewery Vivant,Grand Rapids,MI
408,Fat Paczki,Belgian Dark Ale,16.0 oz.,,N/A,10,Brewery Vivant,Grand Rapids,MI
409,Earth-Like Planets,Belgian Pale Ale,16.0 oz,,N/A,10,Brewery Vivant,Grand Rapids,MI
410,Ski Patrol,Witbier,16.0 ounce,0.061,N/A,10,Brewery Vivant,Grand Rapids,MI
411,Viking Ice Hole,Oatmeal Stout,16.0 oz.,0.063,N/A,10,Brewery Vivant,Grand Rapids MI,
412,Rye Porter,American Porter,16.0 oz,0.06%,N/A,10,Brewery Vivant,Grand Rapids,MI
413,Wizard Burial Ground,Quadrupel (Quad),16.0 oz,0.099,N/A,10,Brewery Vivant,Grand Rapids,MI
414,Smoky Wheat,Rauchbier,16.0 oz.,0.051,N/A,10,Brewery Vivant,Grand Rapids,MI
415,BRIPA,Belgian IPA,16.0 oz.,0.062,N/A,10,Brewery Vivant,Grand Rapids,MI
416,Mela,Belgian Dark Ale,16.0 oz.,0.062,N/A,10,Brewery Vivant,Grand Rapids,MI
417,W.I.P.A Snappa,Belgian IPA,16.0 oz.,0.053,N/A,10,Brewery Vivant,Grand Rapids,MI
418,Pepper in the Rye,Rye Beer,16.0 oz.,0.063,N/A,10,Brewery Vivant,Grand Rapids,MI
419,Moe Lasses',American Stout,16.0 ounce,0.064,N/A,10,Brewery Vivant,Grand Rapids,MI
420,Pumpkin Tart,Fruit / Vegetable Beer,16.0 oz.,0.07%,N/A,10,Brewery Vivant,Grand Rapids,MI
421,Undertaker,Belgian Dark Ale,16.0 oz.,0.07%,N/A,10,Brewery Vivant,Grand Rapids,MI
422,Undertaker (2014),Belgian Dark Ale,16.0 oz,0.067,N/A,10,Brewery Vivant,Grand Rapids,MI
423,Coq D'Or,Belgian Pale Ale,16.0 oz,0.05,N/A,10,Brewery Vivant,Grand Rapids,MI
424,North French,Bière de Garde,16.0 ounce,0.06,N/A,10,Brewery Vivant,Grand Rapids,MI
425,Agent a Deux,Belgian Dark Ale,16.0 oz,0.065,N/A,10,Brewery Vivant,Grand Rapids,MI
426,Belgian Wit,Witbier,16.0 oz.,0.05%,N/A,10,Brewery Vivant,Grand Rapids,MI
427,Pothole Stout,American Stout,16.0 oz,0.063,N/A,10,Brewery Vivant,Grand Rapids,MI
428,Tree Bucket,Belgian IPA,16.0 oz. Alumi-Tek,0.093,N/A,10,Brewery Vivant,Grand Rapids,MI
429,Le Flaneur Ale,American Wild Ale,16.0 ounce,0.073,N/A,10,Brewery Vivant,Grand Rapids,MI
430,Maize & Blueberry,Fruit / Vegetable Beer,16.0 oz.,0.06%,N/A,10,Brewery Vivant,Grand Rapids,MI
431,Trebuchet Double IPA,American Double / Imperial IPA,16.0 oz,0.093,N/A,10,Brewery Vivant,Grand Rapids,MI
432,Contemplation,Bière de Garde,16.0 ounce,0.065,N/A,10,Brewery Vivant,Grand Rapids,MI
433,Black Rabbit,American Black Ale,16.0 ounce,0.05%,N/A,10,Brewery Vivant,Grand Rapids,MI
434,Zaison,Saison / Farmhouse Ale,16.0 oz,0.09%,N/A,10,Brewery Vivant,Grand Rapids,MI
435,Vivant Tripel,Tripel,16.0 oz.,0.082,N/A,10,Brewery Vivant,Grand Rapids,MI
436,Tart Side of the Moon,Belgian Dark Ale,16.0 ounce,0.098,N/A,10,Brewery Vivant,Grand Rapids,MI
437,Big Red Coq,American Amber / Red Ale,16.0 oz.,0.06%,N/A,10,Brewery Vivant,Grand Rapids,MI
438,Hubris Quadrupel Anniversary Ale,Quadrupel (Quad),16.0 OZ.,0.10%,N/A,10,Brewery Vivant,Grand Rapids,MI
439,Plow Horse Belgian Style Imperial Stout,American Double / Imperial Stout,16.0 oz,0.095,N/A,10,Brewery Vivant,Grand Rapids,MI
440,Escoffier Bretta Ale,American Wild Ale,16.0 oz.,0.09%,N/A,10,Brewery Vivant,Grand Rapids,MI
441,Contemplation (2012),Bière de Garde,16.0 oz,0.065,N/A,10,Brewery Vivant,Grand Rapids,MI
442,Vivant Belgian Style Imperial Stout (2012),Russian Imperial Stout,16.0 ounce,0.099,N/A,10,Brewery Vivant,Grand Rapids,MI
443,Big Red Coq (2012),American Amber / Red Ale,16.0 oz.,0.062,N/A,10,Brewery Vivant,Grand Rapids,MI
444,Zaison (2012),Saison / Farmhouse Ale,16.0 oz.,0.09,N/A,10,Brewery Vivant,Grand Rapids,MI
445,Vivant Tripel (2012),Tripel,16.0 oz,0.092,N/A,10,Brewery Vivant,Grand Rapids,MI
446,Trebuchet Double IPA (2012),Belgian IPA,16.0 oz,0.097,N/A,10,Brewery Vivant,Grand Rapids,MI
447,Kludde,Belgian Strong Dark Ale,16.0 oz. Alumi-Tek,0.085,N/A,10,Brewery Vivant,Grand Rapids,MI
448,Farm Hand,Saison / Farmhouse Ale,16.0 oz.,0.06%,N/A,10,Brewery Vivant,Grand Rapids,MI
449,Solitude,Belgian Pale Ale,16.0 oz.,0.06%,N/A,10,Brewery Vivant,Grand Rapids,MI
450,Triomphe,Belgian IPA,16.0 oz,0.065,N/A,10,Brewery Vivant,Grand Rapids,MI
451,Tampa Pale Ale,American Pale Ale (APA),12.0 oz.,,N/A,467,Brindle Dog Brewing Company,Tampa Bay,FL
452,Orange Grove Wheat Ale,American Pale Wheat Ale,12.0 oz.,,N/A,467,Brindle Dog Brewing Company,Tampa Bay FL,
453,Broad Brook Ale,American Amber / Red Ale,16.0 oz,0.061,N/A,89,Broad Brook Brewing LLC,East Windsor,CT
454,Northern Lights Amber Ale,American Amber / Red Ale,12.0 oz.,0.05,15,493,Broken Tooth Brewing Company,Anchorage,AK
455,Polar Pale Ale,American Pale Ale (APA),12.0 oz. Alumi-Tek,0.052,17,493,Broken Tooth Brewing Company,Anchorage,AK
456,Chugach Session Ale,Cream Ale,12.0 oz.,0.05%,N/A,493,Broken Tooth Brewing Company,Anchorage,AK
457,Fairweather IPA,American IPA,12.0 oz.,0.061,64,493,Broken Tooth Brewing Company,Anchorage,AK
458,East India Pale Ale,English India Pale Ale (IPA),16.0 oz,0.07%,47,437,Brooklyn Brewery,Brooklyn,NY
459,Brooklyn Summer Ale,English Pale Mild Ale,12.0 ounce,0.045,N/A,437,Brooklyn Brewery,Brooklyn,NY
460,East India Pale Ale,English India Pale Ale (IPA),12.0 oz.,0.068,47,437,Brooklyn Brewery,Brooklyn,NY
